Trial,Accuracy,Duration,Params,BestAccuracy
50,0.8181631984270031,78.32068204879761,"{'n_estimators': 482, 'eta': 0.3511753888815633, 'max_depth': 14, 'subsample': 0.9373273152332096, 'colsample_bytree': 0.07996638668339362, 'gamma': 5.273755912664974, 'reg_lambda': 9.334913527192034, 'reg_alpha': 3.947328782586462, 'grow_policy': 'depthwise'}",0.8266016713091922
51,0.8251269867278388,93.31123280525208,"{'n_estimators': 412, 'eta': 0.358641305627157, 'max_depth': 13, 'subsample': 0.8666306702906883, 'colsample_bytree': 0.3048676178255332, 'gamma': 3.8705425312486885, 'reg_lambda': 8.12557895724491, 'reg_alpha': 1.8173204249065822, 'grow_policy': 'depthwise'}",0.8266016713091922
52,0.8250040963460593,68.63072967529297,"{'n_estimators': 399, 'eta': 0.3618320370056442, 'max_depth': 13, 'subsample': 0.8685140560751176, 'colsample_bytree': 0.1980347458606742, 'gamma': 3.8508246294889603, 'reg_lambda': 8.296659894219493, 'reg_alpha': 0.5258521664093507, 'grow_policy': 'depthwise'}",0.8266016713091922
53,0.8252498771096182,71.39999103546143,"{'n_estimators': 458, 'eta': 0.43380205797957716, 'max_depth': 14, 'subsample': 0.8149404432009629, 'colsample_bytree': 0.3281053533044147, 'gamma': 2.5195303288629516, 'reg_lambda': 7.876538290116128, 'reg_alpha': 2.8214765709187857, 'grow_policy': 'depthwise'}",0.8266016713091922
54,0.8215222021956415,27.00971031188965,"{'n_estimators': 340, 'eta': 0.46775467666916165, 'max_depth': 14, 'subsample': 0.7352583156598889, 'colsample_bytree': 0.30730781603564483, 'gamma': 2.4713861042144383, 'reg_lambda': 9.396540856077062, 'reg_alpha': 2.902960109315055, 'grow_policy': 'depthwise'}",0.8266016713091922
55,0.8134114369981976,31.044461727142334,"{'n_estimators': 524, 'eta': 0.38892064802522414, 'max_depth': 15, 'subsample': 0.20286019546131995, 'colsample_bytree': 0.35695583612723886, 'gamma': 2.9284878334046343, 'reg_lambda': 7.963350485966928, 'reg_alpha': 1.9260013167174856, 'grow_policy': 'depthwise'}",0.8266016713091922
56,0.8101343601507456,58.34243392944336,"{'n_estimators': 378, 'eta': 0.48514036829663626, 'max_depth': 14, 'subsample': 0.9419928905613454, 'colsample_bytree': 0.0292823593438567, 'gamma': 3.3688832465882728, 'reg_lambda': 8.691708074075835, 'reg_alpha': 2.7629093212138764, 'grow_policy': 'depthwise'}",0.8266016713091922
57,0.8227101425528429,37.985411405563354,"{'n_estimators': 465, 'eta': 0.4192161685923914, 'max_depth': 12, 'subsample': 0.8585309385439228, 'colsample_bytree': 0.14819604642500325, 'gamma': 1.225294787488803, 'reg_lambda': 7.6348073220188795, 'reg_alpha': 2.3113349994242984, 'grow_policy': 'depthwise'}",0.8266016713091922
58,0.8201294445354743,62.65380024909973,"{'n_estimators': 583, 'eta': 0.5399554249869398, 'max_depth': 15, 'subsample': 0.9614183504304546, 'colsample_bytree': 0.08497842955524687, 'gamma': 2.7278548020467364, 'reg_lambda': 8.420727600372498, 'reg_alpha': 1.253366529627517, 'grow_policy': 'depthwise'}",0.8266016713091922
59,0.8229559233164018,42.248400926589966,"{'n_estimators': 428, 'eta': 0.45879510845691074, 'max_depth': 15, 'subsample': 0.8106740268427252, 'colsample_bytree': 0.3279710088182834, 'gamma': 2.1432411747847824, 'reg_lambda': 9.937102519307539, 'reg_alpha': 3.4892847686897817, 'grow_policy': 'depthwise'}",0.8266016713091922
60,0.8239390463706374,232.98771715164185,"{'n_estimators': 513, 'eta': 0.03783713306990644, 'max_depth': 14, 'subsample': 0.7323335231177996, 'colsample_bytree': 0.21774352069864117, 'gamma': 3.6852259216577687, 'reg_lambda': 9.135415297007924, 'reg_alpha': 8.040734007730421e-05, 'grow_policy': 'depthwise'}",0.8266016713091922
61,0.82410290021301,62.021483182907104,"{'n_estimators': 458, 'eta': 0.36774480248627456, 'max_depth': 13, 'subsample': 0.809482413976682, 'colsample_bytree': 0.2724888378742578, 'gamma': 4.4645944522438405, 'reg_lambda': 5.919502304635707, 'reg_alpha': 0.4972557244452891, 'grow_policy': 'depthwise'}",0.8266016713091922
62,0.8247992790430936,75.91376280784607,"{'n_estimators': 369, 'eta': 0.27879136416836103, 'max_depth': 13, 'subsample': 0.8775820286820409, 'colsample_bytree': 0.2469212896752821, 'gamma': 4.174396957883301, 'reg_lambda': 6.535593684117412, 'reg_alpha': 0.9591111067557934, 'grow_policy': 'depthwise'}",0.8266016713091922
63,0.8269703424545306,95.201500415802,"{'n_estimators': 310, 'eta': 0.21567083913630963, 'max_depth': 14, 'subsample': 0.9972220876450495, 'colsample_bytree': 0.6083590067635495, 'gamma': 3.1543242029792475, 'reg_lambda': 7.345010332109622, 'reg_alpha': 1.9175974745579316, 'grow_policy': 'depthwise'}",0.8269703424545306
64,0.8252908405702114,82.36447167396545,"{'n_estimators': 322, 'eta': 0.3398886232559005, 'max_depth': 15, 'subsample': 0.9995971977915644, 'colsample_bytree': 0.5943197675890761, 'gamma': 3.1440786363016415, 'reg_lambda': 7.484698087454485, 'reg_alpha': 1.9852426700405068, 'grow_policy': 'depthwise'}",0.8269703424545306
65,0.8285269539570703,78.13552641868591,"{'n_estimators': 315, 'eta': 0.2085246244484748, 'max_depth': 15, 'subsample': 0.9959164354822447, 'colsample_bytree': 0.6863733553029858, 'gamma': 2.2813651119701905, 'reg_lambda': 7.320388380853057, 'reg_alpha': 3.0541829875130526, 'grow_policy': 'depthwise'}",0.8285269539570703
66,0.8267655251515648,104.6630129814148,"{'n_estimators': 307, 'eta': 0.19764458096894047, 'max_depth': 15, 'subsample': 0.9757224548174386, 'colsample_bytree': 0.664772296615944, 'gamma': 1.5728761515734315, 'reg_lambda': 7.323345711436951, 'reg_alpha': 3.112612165275066, 'grow_policy': 'depthwise'}",0.8285269539570703
67,0.824389644437162,53.48043966293335,"{'n_estimators': 302, 'eta': 0.21800678949558883, 'max_depth': 15, 'subsample': 0.9694073942031795, 'colsample_bytree': 0.6676404157966366, 'gamma': 0.6148542429963582, 'reg_lambda': 6.886505136461194, 'reg_alpha': 4.060464068639399, 'grow_policy': 'depthwise'}",0.8285269539570703
68,0.8274619039816483,76.62083268165588,"{'n_estimators': 271, 'eta': 0.1695481654389318, 'max_depth': 15, 'subsample': 0.9347058763954135, 'colsample_bytree': 0.7868732307226789, 'gamma': 1.452274627119989, 'reg_lambda': 8.624596267246234, 'reg_alpha': 2.515563617580847, 'grow_policy': 'depthwise'}",0.8285269539570703
69,0.827912502048173,60.796727418899536,"{'n_estimators': 190, 'eta': 0.16188063630004818, 'max_depth': 15, 'subsample': 0.935435012658671, 'colsample_bytree': 0.7820162022270919, 'gamma': 1.646947266499292, 'reg_lambda': 8.53547914615167, 'reg_alpha': 3.035217343143608, 'grow_policy': 'depthwise'}",0.8285269539570703
70,0.8261101097820744,60.43172883987427,"{'n_estimators': 190, 'eta': 0.1846849573815583, 'max_depth': 15, 'subsample': 0.9940296448385663, 'colsample_bytree': 0.7914151640830577, 'gamma': 1.218982608005137, 'reg_lambda': 7.299722731600836, 'reg_alpha': 3.7385030688028733, 'grow_policy': 'depthwise'}",0.8285269539570703
71,0.8271341962969032,47.00894498825073,"{'n_estimators': 100, 'eta': 0.1648438676891993, 'max_depth': 15, 'subsample': 0.9823405968612786, 'colsample_bytree': 0.7893340743648046, 'gamma': 1.5243110491118699, 'reg_lambda': 7.208764360354296, 'reg_alpha': 3.1828272828680175, 'grow_policy': 'depthwise'}",0.8285269539570703
72,0.8264378174668195,52.71009540557861,"{'n_estimators': 114, 'eta': 0.15923927455552953, 'max_depth': 15, 'subsample': 0.9076128019129361, 'colsample_bytree': 0.79219020026944, 'gamma': 1.5963578795696642, 'reg_lambda': 6.722967177646391, 'reg_alpha': 4.426826213721819, 'grow_policy': 'depthwise'}",0.8285269539570703
73,0.8276257578240209,61.140583753585815,"{'n_estimators': 132, 'eta': 0.15268144972884778, 'max_depth': 15, 'subsample': 0.9609567578670501, 'colsample_bytree': 0.782117216792078, 'gamma': 1.5209685817053595, 'reg_lambda': 8.582596793540567, 'reg_alpha': 4.522574810531137, 'grow_policy': 'depthwise'}",0.8285269539570703
74,0.8251269867278388,34.16205835342407,"{'n_estimators': 131, 'eta': 0.22748647793609172, 'max_depth': 15, 'subsample': 0.9602265058092276, 'colsample_bytree': 0.8966918366170725, 'gamma': 0.6403915303384127, 'reg_lambda': 8.614032141890657, 'reg_alpha': 3.083401601661459, 'grow_policy': 'depthwise'}",0.8285269539570703
75,0.8276667212846142,89.48613476753235,"{'n_estimators': 195, 'eta': 0.14666344086505262, 'max_depth': 15, 'subsample': 0.9788833293453025, 'colsample_bytree': 0.7059879572841454, 'gamma': 2.1147721223091187, 'reg_lambda': 7.9996282432852, 'reg_alpha': 3.1988936063662448, 'grow_policy': 'depthwise'}",0.8285269539570703
76,0.8263968540062264,91.72389245033264,"{'n_estimators': 198, 'eta': 0.1468428765289504, 'max_depth': 15, 'subsample': 0.979197419412295, 'colsample_bytree': 0.7199471683976807, 'gamma': 2.0420298324490957, 'reg_lambda': 8.088201861979346, 'reg_alpha': 5.013303949021579, 'grow_policy': 'depthwise'}",0.8285269539570703
77,0.8266016713091922,54.60259819030762,"{'n_estimators': 247, 'eta': 0.196342770875357, 'max_depth': 14, 'subsample': 0.9456426657128458, 'colsample_bytree': 0.7658939449902027, 'gamma': 1.5337767087840328, 'reg_lambda': 8.405552667400332, 'reg_alpha': 3.1860801861369916, 'grow_policy': 'depthwise'}",0.8285269539570703
78,0.8248402425036867,22.18819785118103,"{'n_estimators': 136, 'eta': 0.3105897054954629, 'max_depth': 14, 'subsample': 0.9229620647020179, 'colsample_bytree': 0.6678064324624783, 'gamma': 0.8042724242233628, 'reg_lambda': 9.073252019443412, 'reg_alpha': 3.740181738518803, 'grow_policy': 'depthwise'}",0.8285269539570703
79,0.8275438309028347,76.53175735473633,"{'n_estimators': 269, 'eta': 0.15832779047552098, 'max_depth': 15, 'subsample': 0.9757301266874154, 'colsample_bytree': 0.8361478150827084, 'gamma': 1.198652199996637, 'reg_lambda': 7.048490674366629, 'reg_alpha': 2.5190484845900345, 'grow_policy': 'depthwise'}",0.8285269539570703
80,0.8225053252498771,30.508862495422363,"{'n_estimators': 183, 'eta': 0.14165843072830792, 'max_depth': 15, 'subsample': 0.9032578679105026, 'colsample_bytree': 0.8234287792817264, 'gamma': 0.030942967651438558, 'reg_lambda': 0.23359750668219093, 'reg_alpha': 2.4923685972969034, 'grow_policy': 'depthwise'}",0.8285269539570703
